States/UTs,Crimes,Year,Persons_arrested_male,Persons_arrested_female,Persons_arrested_total
Madhya Pradesh,Kidnapping & Abduction (Section 363 IPC),2014,1383,20,1403
Madhya Pradesh,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,36,0,36
Madhya Pradesh,Kidnapping for Ransom (Section 364A IPC),2014,84,2,86
Madhya Pradesh,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,1579,66,1645
Madhya Pradesh,Other Kidnapping,2014,1143,38,1181
Madhya Pradesh,"Dacoity (Section 395,396-398 IPC)",2014,813,1,814
Madhya Pradesh,Dacoity with Murder (Section 396 IPC),2014,5,0,5
Madhya Pradesh,Other Dacoity,2014,808,1,809
Madhya Pradesh,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,962,0,962
Madhya Pradesh,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,3152,26,3178
Madhya Pradesh,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,7385,43,7428
Madhya Pradesh,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,6120,31,6151
Madhya Pradesh,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,1265,12,1277
Madhya Pradesh,Theft (Section 379 to 382 IPC),2014,15053,138,15191
Madhya Pradesh,Auto Theft,2014,5040,1,5041
Madhya Pradesh,Other Thefts,2014,10013,137,10150
Madhya Pradesh,"Unlawful Assembly (Section 143,144 & 145)",2014,80,4,84
Madhya Pradesh,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,12088,492,12580
Madhya Pradesh,Communal,2014,255,0,255
Madhya Pradesh,Industrial,2014,84,15,99
Madhya Pradesh,Political,2014,62,0,62
Madhya Pradesh,Caste Conflict,2014,1120,4,1124
Madhya Pradesh,SC/STs Vs. Non-SCs/STs,2014,57,4,61
Madhya Pradesh,Other Caste Riots,2014,1063,0,1063
Madhya Pradesh,Agrarian,2014,159,5,164
Madhya Pradesh,Students,2014,0,0,0
Madhya Pradesh,Sectarian,2014,0,0,0
Madhya Pradesh,Other Riots,2014,10408,468,10876
Madhya Pradesh,Criminal Breach of Trust (Section 406 to 409 IPC),2014,803,16,819
Madhya Pradesh,Cheating (Section 420 IPC),2014,2821,90,2911
Madhya Pradesh,"Forgery (Section 465, 468 & 471 IPC)",2014,284,10,294
Madhya Pradesh,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,63,2,65
Madhya Pradesh,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0
Madhya Pradesh,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Madhya Pradesh,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,63,2,65
Madhya Pradesh,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,18,0,18
Madhya Pradesh,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,32,0,32
Madhya Pradesh,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,3,0,3
Madhya Pradesh,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,10,0,10
Madhya Pradesh,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,2,2
Madhya Pradesh,Arson (Section 435-436 & 438 IPC),2014,1310,34,1344
Madhya Pradesh,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,23153,1080,24233
Madhya Pradesh,Grievous Hurt (Section 325 & 326 IPC),2014,23132,1077,24209
Madhya Pradesh,Acid attack (Section 326A IPC),2014,17,3,20
Madhya Pradesh,Attempt to Acid Attack (Section 326B IPC),2014,4,0,4
Madhya Pradesh,Dowry Deaths (Section 304-B IPC),2014,1451,566,2017
Madhya Pradesh,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,12093,56,12149
Madhya Pradesh,Sexual Harassment (Section 354A IPC),2014,4362,13,4375
Madhya Pradesh,Assault on women with intent to Disrobe (Section 354B IPC),2014,174,2,176
Madhya Pradesh,Voyeurism (Section 354C IPC),2014,103,0,103
Madhya Pradesh,Stalking (Section 354D IPC),2014,481,1,482
Madhya Pradesh,Others,2014,6973,40,7013
Madhya Pradesh,Insult to the Modesty of Women (Section 509 IPC),2014,623,3,626
Madhya Pradesh,At Office premises,2014,1,0,1
Madhya Pradesh,Places related to work other than Office,2014,50,0,50
Madhya Pradesh,In Public Transport system,2014,3,0,3
Madhya Pradesh,In Other Places,2014,569,3,572
Madhya Pradesh,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,12126,3734,15860
Madhya Pradesh,Importation of Girls from Foreign Country (Section 366-B IPC),2014,8,0,8
Madhya Pradesh,Causing Death by Negligence (Section 304-A IPC),2014,7757,5,7762
Madhya Pradesh,Deaths due to negligent driving/act,2014,7007,4,7011
Madhya Pradesh,Deaths due to Other Causes,2014,750,1,751
Madhya Pradesh,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0
Madhya Pradesh,Sedition (Section 124A IPC),2014,0,0,0
Madhya Pradesh,Other offences against State,2014,0,0,0
Madhya Pradesh,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,10,0,10
Madhya Pradesh,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,6,0,6
Madhya Pradesh,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,4,0,4
Madhya Pradesh,Extortion (Section 384 - 389 IPC),2014,152,0,152
Madhya Pradesh,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Madhya Pradesh,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,35084,117,35201
Madhya Pradesh,Human Trafficking (Section 370 & 370A IPC),2014,113,21,134
Madhya Pradesh,Unnatural Offences U/s 377 IPC,2014,139,0,139
Madhya Pradesh,Other IPC crimes,2014,219464,13098,232562
Madhya Pradesh,Total Cognizable IPC crimes,2014,378954,20428,399382
Maharashtra,Murder (Section 302 IPC),2014,5187,579,5766
Maharashtra,Attempt to commit Murder (Section 307 IPC),2014,8024,614,8638
Maharashtra,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,276,21,297
Maharashtra,Attempt to commit Culpable Homicide (Section 308 IPC),2014,23,11,34
Maharashtra,Rape (Section 376 IPC),2014,4321,246,4567
Maharashtra,Custodial Rape,2014,0,0,0
Maharashtra,Gang Rape,2014,0,0,0
Maharashtra,Other Rape,2014,0,0,0
Maharashtra,Rape other than Custodial,2014,4321,246,4567
Maharashtra,Gang Rape,2014,356,6,362
Maharashtra,Other Rape,2014,3965,240,4205
Maharashtra,Attempt to commit Rape (Section 376/511 IPC),2014,17,2,19
Maharashtra,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,3007,318,3325
Maharashtra,Kidnapping & Abduction (Section 363 IPC),2014,1130,120,1250
Maharashtra,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,27,3,30
Maharashtra,Kidnapping for Ransom (Section 364A IPC),2014,70,1,71
Maharashtra,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,1052,136,1188
Maharashtra,Other Kidnapping,2014,728,58,786
Maharashtra,"Dacoity (Section 395,396-398 IPC)",2014,4270,136,4406
Maharashtra,Dacoity with Murder (Section 396 IPC),2014,59,4,63
Maharashtra,Other Dacoity,2014,4211,132,4343
Maharashtra,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,1430,8,1438
Maharashtra,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,9903,218,10121
Maharashtra,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,11292,359,11651
Maharashtra,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,8212,251,8463
Maharashtra,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,3080,108,3188
Maharashtra,Theft (Section 379 to 382 IPC),2014,31207,1394,32601
Maharashtra,Auto Theft,2014,7712,40,7752
Maharashtra,Other Thefts,2014,23495,1354,24849
Maharashtra,"Unlawful Assembly (Section 143,144 & 145)",2014,6943,919,7862
Maharashtra,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,43237,4653,47890
Maharashtra,Communal,2014,850,11,861
Maharashtra,Industrial,2014,32,0,32
Maharashtra,Political,2014,981,85,1066
Maharashtra,Caste Conflict,2014,2274,141,2415
Maharashtra,SC/STs Vs. Non-SCs/STs,2014,858,44,902
Maharashtra,Other Caste Riots,2014,1416,97,1513
Maharashtra,Agrarian,2014,430,42,472
Maharashtra,Students,2014,37,0,37
Maharashtra,Sectarian,2014,0,0,0
Maharashtra,Other Riots,2014,38633,4374,43007
Maharashtra,Criminal Breach of Trust (Section 406 to 409 IPC),2014,2379,105,2484
Maharashtra,Cheating (Section 420 IPC),2014,9934,715,10649
Maharashtra,"Forgery (Section 465, 468 & 471 IPC)",2014,1124,69,1193
Maharashtra,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,215,12,227
Maharashtra,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0
Maharashtra,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Maharashtra,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,215,12,227
Maharashtra,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,132,7,139
Maharashtra,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,61,4,65
Maharashtra,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,22,1,23
Maharashtra,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Maharashtra,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Maharashtra,Arson (Section 435-436 & 438 IPC),2014,1207,42,1249
Maharashtra,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,15633,1407,17040
Maharashtra,Grievous Hurt (Section 325 & 326 IPC),2014,15629,1407,17036
Maharashtra,Acid attack (Section 326A IPC),2014,4,0,4
Maharashtra,Attempt to Acid Attack (Section 326B IPC),2014,0,0,0
Maharashtra,Dowry Deaths (Section 304-B IPC),2014,646,303,949
Maharashtra,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,12077,461,12538
Maharashtra,Sexual Harassment (Section 354A IPC),2014,4657,154,4811
Maharashtra,Assault on women with intent to Disrobe (Section 354B IPC),2014,420,21,441
Maharashtra,Voyeurism (Section 354C IPC),2014,105,4,109
Maharashtra,Stalking (Section 354D IPC),2014,862,11,873
Maharashtra,Others,2014,6033,271,6304
Maharashtra,Insult to the Modesty of Women (Section 509 IPC),2014,1816,106,1922
Maharashtra,At Office premises,2014,12,0,12
Maharashtra,Places related to work other than Office,2014,45,2,47
Maharashtra,In Public Transport system,2014,10,0,10
Maharashtra,In Other Places,2014,1749,104,1853
Maharashtra,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,15802,8939,24741
Maharashtra,Importation of Girls from Foreign Country (Section 366-B IPC),2014,2,0,2
Maharashtra,Causing Death by Negligence (Section 304-A IPC),2014,9665,33,9698
Maharashtra,Deaths due to negligent driving/act,2014,8968,20,8988
Maharashtra,Deaths due to Other Causes,2014,697,13,710
Maharashtra,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0
Maharashtra,Sedition (Section 124A IPC),2014,0,0,0
Maharashtra,Other offences against State,2014,0,0,0
Maharashtra,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,203,1,204
Maharashtra,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,202,1,203
Maharashtra,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,1,0,1
Maharashtra,Extortion (Section 384 - 389 IPC),2014,1113,39,1152
Maharashtra,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Maharashtra,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,23893,183,24076
Maharashtra,Human Trafficking (Section 370 & 370A IPC),2014,228,75,303
Maharashtra,Unnatural Offences U/s 377 IPC,2014,98,0,98
Maharashtra,Other IPC crimes,2014,82568,8600,91168
Maharashtra,Total Cognizable IPC crimes,2014,307740,30568,338308
Manipur,Murder (Section 302 IPC),2014,50,5,55
Manipur,Attempt to commit Murder (Section 307 IPC),2014,115,12,127
Manipur,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,1,0,1
Manipur,Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0
Manipur,Rape (Section 376 IPC),2014,65,10,75
Manipur,Custodial Rape,2014,0,0,0
Manipur,Gang Rape,2014,0,0,0
Manipur,Other Rape,2014,0,0,0
Manipur,Rape other than Custodial,2014,65,10,75
Manipur,Other Rape,2014,65,10,75
Manipur,Attempt to commit Rape (Section 376/511 IPC),2014,0,0,0
Manipur,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,87,10,97
Manipur,Kidnapping & Abduction (Section 363 IPC),2014,1,0,1
Manipur,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Manipur,Kidnapping for Ransom (Section 364A IPC),2014,10,1,11
Manipur,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,62,8,70
Manipur,Other Kidnapping,2014,14,1,15
Manipur,"Dacoity (Section 395,396-398 IPC)",2014,0,0,0
Manipur,Dacoity with Murder (Section 396 IPC),2014,0,0,0
Manipur,Other Dacoity,2014,0,0,0
Manipur,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,0,0,0
Manipur,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,7,0,7
Manipur,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,25,0,25
Manipur,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,18,0,18
Manipur,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,7,0,7
Manipur,Theft (Section 379 to 382 IPC),2014,235,6,241
Manipur,Auto Theft,2014,165,2,167
Manipur,Other Thefts,2014,70,4,74
Manipur,"Unlawful Assembly (Section 143,144 & 145)",2014,0,0,0
Manipur,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,64,42,106
Manipur,Communal,2014,2,0,2
Manipur,Industrial,2014,0,0,0
Manipur,Political,2014,0,0,0
Manipur,Caste Conflict,2014,0,0,0
Manipur,SC/STs Vs. Non-SCs/STs,2014,0,0,0
Manipur,Other Caste Riots,2014,0,0,0
Manipur,Agrarian,2014,0,0,0
Manipur,Students,2014,5,2,7
Manipur,Sectarian,2014,0,0,0
Manipur,Other Riots,2014,57,40,97
Manipur,Criminal Breach of Trust (Section 406 to 409 IPC),2014,14,2,16
Manipur,Cheating (Section 420 IPC),2014,37,6,43
Manipur,"Forgery (Section 465, 468 & 471 IPC)",2014,21,0,21
Manipur,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,5,0,5
Manipur,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0
Manipur,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Manipur,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,5,0,5
Manipur,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,0,0,0
Manipur,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,2,0,2
Manipur,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,3,0,3
Manipur,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Manipur,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Manipur,Arson (Section 435-436 & 438 IPC),2014,12,0,12
Manipur,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,123,11,134
Manipur,Grievous Hurt (Section 325 & 326 IPC),2014,123,11,134
Manipur,Acid attack (Section 326A IPC),2014,0,0,0
Manipur,Attempt to Acid Attack (Section 326B IPC),2014,0,0,0
Manipur,Dowry Deaths (Section 304-B IPC),2014,1,0,1
Manipur,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,44,3,47
Manipur,Sexual Harassment (Section 354A IPC),2014,3,0,3
Manipur,Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0
Manipur,Voyeurism (Section 354C IPC),2014,0,0,0
Manipur,Stalking (Section 354D IPC),2014,0,0,0
Manipur,Others,2014,41,3,44
Manipur,Insult to the Modesty of Women (Section 509 IPC),2014,0,0,0
Manipur,At Office premises,2014,0,0,0
Manipur,Places related to work other than Office,2014,0,0,0
Manipur,In Public Transport system,2014,0,0,0
Manipur,In Other Places,2014,0,0,0
Manipur,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,17,1,18
Manipur,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Manipur,Causing Death by Negligence (Section 304-A IPC),2014,83,2,85
Manipur,Deaths due to negligent driving/act,2014,82,2,84
Manipur,Deaths due to Other Causes,2014,1,0,1
Manipur,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,8,0,8
Manipur,Sedition (Section 124A IPC),2014,0,0,0
Manipur,Other offences against State,2014,8,0,8
Manipur,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0
Manipur,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0
Manipur,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0
Manipur,Extortion (Section 384 - 389 IPC),2014,49,1,50
Manipur,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Manipur,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,180,1,181
Manipur,Human Trafficking (Section 370 & 370A IPC),2014,1,0,1
Manipur,Unnatural Offences U/s 377 IPC,2014,0,0,0
Manipur,Other IPC crimes,2014,362,26,388
Manipur,Total Cognizable IPC crimes,2014,1606,138,1744
Meghalaya,Murder (Section 302 IPC),2014,193,3,196
Meghalaya,Attempt to commit Murder (Section 307 IPC),2014,106,2,108
Meghalaya,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,11,0,11
Meghalaya,Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0
Meghalaya,Rape (Section 376 IPC),2014,161,1,162
Meghalaya,Custodial Rape,2014,0,0,0
Meghalaya,Gang Rape,2014,0,0,0
Meghalaya,Other Rape,2014,0,0,0
Meghalaya,Rape other than Custodial,2014,161,1,162
Meghalaya,Gang Rape,2014,6,0,6
Meghalaya,Other Rape,2014,155,1,156
Meghalaya,Attempt to commit Rape (Section 376/511 IPC),2014,20,0,20
Meghalaya,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,164,8,172
Meghalaya,Kidnapping & Abduction (Section 363 IPC),2014,27,2,29
Meghalaya,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,1,0,1
Meghalaya,Kidnapping for Ransom (Section 364A IPC),2014,35,2,37
Meghalaya,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,4,1,5
Meghalaya,Other Kidnapping,2014,97,3,100
Meghalaya,"Dacoity (Section 395,396-398 IPC)",2014,72,0,72
Meghalaya,Dacoity with Murder (Section 396 IPC),2014,0,0,0
Meghalaya,Other Dacoity,2014,72,0,72
Meghalaya,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,0,0,0
Meghalaya,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,96,0,96
Meghalaya,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,91,0,91
Meghalaya,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,53,0,53
Meghalaya,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,38,0,38
Meghalaya,Theft (Section 379 to 382 IPC),2014,603,6,609
Meghalaya,Auto Theft,2014,99,4,103
Meghalaya,Other Thefts,2014,504,2,506
Meghalaya,"Unlawful Assembly (Section 143,144 & 145)",2014,0,0,0
Meghalaya,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,4,0,4
Meghalaya,Communal,2014,0,0,0
